# SPDX-License-Identifier: MIT OR Apache-2.0
# index\tid\tprompt\tsemantic_group\tlength_m\twidth_m\theight_m\trelative_uncertainty\tcalibration_axis\tcalibration_weight\ttext_aware\tenvironment_class\tdimension_basis
15	armchair	armchair	INTERIOR_STRUCTURE	1.0	0.9	1.0	0.08	BOTH	0.3496	false	INDOOR	explicit representative size
16	sofa	sofa	INTERIOR_STRUCTURE	2.2	0.9	0.9	0.07	BOTH	0.3534	false	INDOOR	explicit representative size
17	couch	couch	INTERIOR_STRUCTURE	2.2	0.9	0.9	0.07	BOTH	0.3534	false	INDOOR	explicit representative size
18	bench	bench	STREET_OBJECT	1.5	0.45	0.55	0.05	BOTH	0.361	false	OUTDOOR	explicit representative size
19	table	table	INTERIOR_STRUCTURE	0.21	0.29	0.001	0.12	BOTH	0.1584	false	INDOOR	explicit representative size
20	desk	desk	INTERIOR_STRUCTURE	1.4	0.7	0.75	0.06	BOTH	0.3572	false	INDOOR	explicit representative size
21	counter	counter	INTERIOR_STRUCTURE	1.8	0.6	0.9	0.1	BOTH	0.342	false	INDOOR	explicit representative size
22	cabinet	cabinet	INTERIOR_STRUCTURE	0.9	0.45	1.8	0.1	BOTH	0.342	false	INDOOR	explicit representative size
23	shelf	shelf	INTERIOR_STRUCTURE	1.0	0.35	2.0	0.12	BOTH	0.3344	false	INDOOR	explicit representative size
24	bookcase	bookcase	INTERIOR_STRUCTURE	1.0	0.35	2.0	0.12	BOTH	0.3344	false	INDOOR	explicit representative size
25	drawer	drawer	INTERIOR_STRUCTURE	0.5	0.45	0.15	0.14	BOTH	0.3268	false	INDOOR	explicit representative size
26	bed	bed	INTERIOR_STRUCTURE	2.0	1.5	0.6	0.08	BOTH	0.3496	false	INDOOR	explicit representative size
27	nightstand	nightstand	INTERIOR_STRUCTURE	0.5	0.45	0.6	0.1	BOTH	0.342	false	INDOOR	explicit representative size
28	cupboard	cupboard	INTERIOR_STRUCTURE	1.0	0.5	1.8	0.1	BOTH	0.342	false	INDOOR	explicit representative size
29	door	door	INTERIOR_STRUCTURE	0.9	0.04	2.1	0.05	BOTH	0.6984	false	TRANSITION	explicit representative size
30	doorway	doorway	INTERIOR_STRUCTURE	0.9	0.2	2.1	0.05	BOTH	0.684	false	TRANSITION	explicit representative size
31	window	window	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
32	curtain	curtain	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
33	wall	wall	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
34	floor	floor	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
35	ceiling	ceiling	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
36	stairs	stairs	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	TRANSITION	family default for general_object
37	staircase	staircase	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	TRANSITION	family default for general_object
38	escalator	escalator	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
39	elevator	elevator	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
40	ramp	ramp	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	TRANSITION	family default for general_object
41	threshold	threshold	INTERIOR_STRUCTURE	0.9	0.1	0.05	0.08	BOTH	0.6624	false	TRANSITION	explicit representative size
42	step	step	PEDESTRIAN_INFRASTRUCTURE	1.0	0.3	0.18	0.1	NONE	0.0	false	TRANSITION	explicit representative size
43	railing	railing	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
44	handrail	handrail	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
45	pillar	pillar	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
46	column	column	TEXT_REGION	0.4	0.2	0.01	0.16	NONE	0.0	true	INDOOR	explicit representative size
47	pole	pole	PEDESTRIAN_INFRASTRUCTURE	0.2	0.2	3.0	0.1	WIDTH	0.27	false	OUTDOOR	explicit representative size
48	barrier	barrier	PEDESTRIAN_INFRASTRUCTURE	3.0	0.2	1.0	0.15	WIDTH	0.255	false	OUTDOOR	explicit representative size
49	fence	fence	PEDESTRIAN_INFRASTRUCTURE	3.0	0.05	1.5	0.14	WIDTH	0.258	false	OUTDOOR	explicit representative size
50	gate	gate	INTERIOR_STRUCTURE	1.2	0.08	1.8	0.1	BOTH	0.648	false	TRANSITION	explicit representative size
51	bollard	bollard	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
52	trash_can	trash can	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
53	bin	bin	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
54	cart	cart	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
55	trolley	trolley	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
56	luggage	luggage	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
57	suitcase	suitcase	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
58	backpack	backpack	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
59	bag	bag	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
60	purse	purse	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
61	coat_rack	coat rack	INTERIOR_STRUCTURE	0.6	0.6	1.8	0.12	BOTH	0.3344	false	INDOOR	explicit representative size
62	mirror	mirror	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
63	sink	sink	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
64	toilet	toilet	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
65	bathtub	bathtub	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
66	shower	shower	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
67	microwave	microwave	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
68	refrigerator	refrigerator	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
69	stove	stove	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
70	oven	oven	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
71	washer	washer	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
72	dryer	dryer	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
73	lamp	lamp	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
74	light_switch	light switch	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
75	outlet	outlet	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
76	blind	blind	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
77	shade	shade	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	INDOOR	family default for general_object
78	road	road	PEDESTRIAN_INFRASTRUCTURE	100.0	6.0	0.01	0.14	NONE	0.0	false	OUTDOOR	explicit representative size
79	street	street	PEDESTRIAN_INFRASTRUCTURE	100.0	6.0	0.01	0.14	NONE	0.0	false	OUTDOOR	explicit representative size
80	sidewalk	sidewalk	PEDESTRIAN_INFRASTRUCTURE	50.0	1.8	0.01	0.12	NONE	0.0	false	OUTDOOR	explicit representative size
81	walkway	walkway	PEDESTRIAN_INFRASTRUCTURE	30.0	1.8	0.01	0.12	NONE	0.0	false	OUTDOOR	explicit representative size
82	path	path	PEDESTRIAN_INFRASTRUCTURE	20.0	1.2	0.01	0.12	NONE	0.0	false	OUTDOOR	explicit representative size
83	trail	trail	PEDESTRIAN_INFRASTRUCTURE	20.0	1.2	0.01	0.14	NONE	0.0	false	OUTDOOR	explicit representative size
84	alley	alley	PEDESTRIAN_INFRASTRUCTURE	15.0	3.0	0.01	0.18	NONE	0.0	false	OUTDOOR	explicit representative size
85	intersection	intersection	PEDESTRIAN_INFRASTRUCTURE	4.0	4.0	0.01	0.2	NONE	0.0	false	OUTDOOR	explicit representative size
86	crosswalk	crosswalk	PEDESTRIAN_INFRASTRUCTURE	2.0	4.0	0.01	0.15	NONE	0.0	false	OUTDOOR	explicit representative size
87	parking_lot	parking lot	PEDESTRIAN_INFRASTRUCTURE	60.0	40.0	0.01	0.18	NONE	0.0	false	OUTDOOR	explicit representative size
88	driveway	driveway	PEDESTRIAN_INFRASTRUCTURE	15.0	3.0	0.01	0.2	NONE	0.0	false	OUTDOOR	explicit representative size
89	plaza	plaza	PEDESTRIAN_INFRASTRUCTURE	40.0	40.0	0.01	0.2	NONE	0.0	false	OUTDOOR	explicit representative size
90	courtyard	courtyard	PEDESTRIAN_INFRASTRUCTURE	30.0	30.0	0.01	0.2	NONE	0.0	false	OUTDOOR	explicit representative size
91	bus_stop	bus stop	PEDESTRIAN_INFRASTRUCTURE	3.0	1.5	2.5	0.15	NONE	0.0	false	OUTDOOR	explicit representative size
92	curb	curb	PEDESTRIAN_INFRASTRUCTURE	15.0	0.2	0.15	0.14	NONE	0.0	false	OUTDOOR	explicit representative size
93	guard_rail	guard rail	PEDESTRIAN_INFRASTRUCTURE	3.0	0.05	1.2	0.14	WIDTH	0.258	false	OUTDOOR	explicit representative size
94	post	post	PEDESTRIAN_INFRASTRUCTURE	0.2	0.2	2.5	0.12	WIDTH	0.264	false	OUTDOOR	explicit representative size
95	signpost	signpost	PEDESTRIAN_INFRASTRUCTURE	0.2	0.2	2.5	0.1	WIDTH	0.27	false	OUTDOOR	explicit representative size
96	lamp_post	lamp post	PEDESTRIAN_INFRASTRUCTURE	0.2	0.2	3.5	0.12	WIDTH	0.264	false	OUTDOOR	explicit representative size
97	tree	tree	PEDESTRIAN_INFRASTRUCTURE	4.0	4.0	30.0	0.3	NONE	0.0	false	OUTDOOR	explicit representative size
98	bush	bush	PEDESTRIAN_INFRASTRUCTURE	1.5	1.5	1.2	0.3	NONE	0.0	false	OUTDOOR	explicit representative size
99	planter	planter	PEDESTRIAN_INFRASTRUCTURE	0.8	0.8	0.6	0.2	WIDTH	0.24	false	OUTDOOR	explicit representative size
100	awning	awning	PEDESTRIAN_INFRASTRUCTURE	3.0	1.2	0.4	0.24	NONE	0.0	false	OUTDOOR	explicit representative size
101	loading_dock	loading dock	PEDESTRIAN_INFRASTRUCTURE	6.0	3.0	3.5	0.24	NONE	0.0	false	OUTDOOR	explicit representative size
102	building_entrance	building entrance	PEDESTRIAN_INFRASTRUCTURE	2.2	1.2	2.8	0.12	BOTH	0.6336	false	TRANSITION	explicit representative size
103	exit	exit	INTERIOR_STRUCTURE	1.2	0.4	2.2	0.1	BOTH	0.648	false	TRANSITION	explicit representative size
104	storefront	storefront	PEDESTRIAN_INFRASTRUCTURE	5.0	1.0	3.5	0.22	NONE	0.0	false	OUTDOOR	explicit representative size
105	building	building	PEDESTRIAN_INFRASTRUCTURE	50.0	30.0	15.0	0.3	NONE	0.0	false	OUTDOOR	explicit representative size
106	car	car	VEHICLE	4.5	1.8	1.5	0.05	BOTH	0.4032	false	OUTDOOR	explicit representative size
107	taxi	taxi	VEHICLE	4.5	1.8	1.5	0.05	BOTH	0.4032	false	OUTDOOR	explicit representative size
108	van	van	VEHICLE	5.0	2.0	2.2	0.05	BOTH	0.399	false	OUTDOOR	explicit representative size
109	bus	bus	VEHICLE	12.0	2.5	3.2	0.05	BOTH	0.399	false	OUTDOOR	explicit representative size
110	truck	truck	VEHICLE	10.0	2.5	3.5	0.05	BOTH	0.399	false	OUTDOOR	explicit representative size
111	bicycle	bicycle	VEHICLE	1.8	0.6	1.1	0.06	BOTH	0.3948	false	OUTDOOR	explicit representative size
112	motorcycle	motorcycle	VEHICLE	2.2	0.8	1.2	0.06	BOTH	0.3948	false	OUTDOOR	explicit representative size
113	scooter	scooter	VEHICLE	1.8	0.6	1.2	0.08	BOTH	0.3864	false	OUTDOOR	explicit representative size
114	train	train	VEHICLE	20.0	3.0	4.0	0.1	BOTH	0.378	false	OUTDOOR	explicit representative size
115	tram	tram	VEHICLE	18.0	3.0	3.6	0.1	BOTH	0.378	false	OUTDOOR	explicit representative size
116	subway	subway	VEHICLE	20.0	3.0	4.0	0.1	BOTH	0.378	false	OUTDOOR	explicit representative size
117	traffic_light	traffic light	PEDESTRIAN_INFRASTRUCTURE	0.3	0.2	1.0	0.05	BOTH	0.5225	false	OUTDOOR	explicit representative size
118	stop_sign	stop sign	PEDESTRIAN_INFRASTRUCTURE	0.75	0.05	0.75	0.05	BOTH	0.5225	false	OUTDOOR	explicit representative size
119	yield_sign	yield sign	PEDESTRIAN_INFRASTRUCTURE	0.75	0.05	0.75	0.05	BOTH	0.5225	false	OUTDOOR	explicit representative size
120	road_sign	road sign	PEDESTRIAN_INFRASTRUCTURE	0.9	0.05	1.2	0.05	BOTH	0.5225	false	OUTDOOR	explicit representative size
121	sign	sign	TEXT_REGION	0.6	0.05	0.4	0.05	BOTH	0.171	true	BOTH	explicit representative size
122	signboard	signboard	TEXT_REGION	1.2	0.1	0.8	0.05	BOTH	0.171	true	BOTH	explicit representative size
123	billboard	billboard	TEXT_REGION	6.0	0.2	3.0	0.08	BOTH	0.1656	true	OUTDOOR	explicit representative size
124	poster	poster	TEXT_REGION	0.6	0.02	0.9	0.08	BOTH	0.1656	true	BOTH	explicit representative size
125	banner	banner	TEXT_REGION	3.0	0.02	0.6	0.1	BOTH	0.162	true	BOTH	explicit representative size
126	placard	placard	TEXT_REGION	0.5	0.01	0.7	0.1	BOTH	0.162	true	BOTH	explicit representative size
127	street_sign	street sign	TEXT_REGION	0.4	0.05	0.6	0.06	BOTH	0.1692	true	OUTDOOR	explicit representative size
128	traffic_sign	traffic sign	TEXT_REGION	0.75	0.05	0.75	0.06	BOTH	0.1692	true	OUTDOOR	explicit representative size
129	warning_sign	warning sign	TEXT_REGION	0.6	0.05	0.6	0.06	BOTH	0.1692	true	OUTDOOR	explicit representative size
130	exit_sign	exit sign	TEXT_REGION	0.4	0.05	0.2	0.06	BOTH	0.1692	true	OUTDOOR	explicit representative size
131	menu_board	menu board	TEXT_REGION	1.0	0.03	0.8	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
132	price_tag	price tag	TEXT_REGION	0.06	0.002	0.04	0.1	BOTH	0.162	true	INDOOR	explicit representative size
133	label	label	TEXT_REGION	0.05	0.001	0.03	0.1	BOTH	0.162	true	BOTH	explicit representative size
134	name_tag	name tag	TEXT_REGION	0.08	0.001	0.05	0.1	BOTH	0.162	true	INDOOR	explicit representative size
135	screen	screen	TEXT_REGION	0.5	0.05	0.3	0.1	BOTH	0.162	true	INDOOR	explicit representative size
136	monitor	monitor	TEXT_REGION	0.55	0.15	0.35	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
137	display	display	TEXT_REGION	0.7	0.08	0.4	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
138	kiosk	kiosk	TEXT_REGION	1.2	0.8	2.0	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
139	map	map	TEXT_REGION	0.6	0.01	0.9	0.12	BOTH	0.1584	true	BOTH	explicit representative size
140	schedule	schedule	TEXT_REGION	0.8	0.02	1.2	0.12	BOTH	0.1584	true	BOTH	explicit representative size
141	timetable	timetable	TEXT_REGION	0.8	0.02	1.2	0.12	BOTH	0.1584	true	BOTH	explicit representative size
142	notice	notice	TEXT_REGION	0.6	0.01	0.8	0.12	BOTH	0.1584	true	BOTH	explicit representative size
143	ad	ad	TEXT_REGION	1.0	0.05	0.7	0.16	BOTH	0.1512	true	OUTDOOR	explicit representative size
144	advertisement	advertisement	TEXT_REGION	1.0	0.05	0.7	0.16	BOTH	0.1512	true	OUTDOOR	explicit representative size
145	store_sign	store sign	TEXT_REGION	2.5	0.1	0.8	0.1	BOTH	0.162	true	OUTDOOR	explicit representative size
146	storefront_sign	storefront sign	TEXT_REGION	2.5	0.1	0.8	0.1	BOTH	0.162	true	OUTDOOR	explicit representative size
147	room_number	room number	TEXT_REGION	0.1	0.01	0.15	0.1	BOTH	0.162	true	INDOOR	explicit representative size
148	floor_number	floor number	TEXT_REGION	0.1	0.01	0.15	0.1	BOTH	0.162	true	INDOOR	explicit representative size
149	document	document	TEXT_REGION	0.21	0.297	0.001	0.05	BOTH	0.1728	true	INDOOR	explicit representative size
150	paper	paper	TEXT_REGION	0.21	0.297	0.001	0.05	BOTH	0.1728	true	INDOOR	explicit representative size
151	page	page	TEXT_REGION	0.21	0.297	0.001	0.05	BOTH	0.171	true	INDOOR	explicit representative size
152	form	form	TEXT_REGION	0.21	0.297	0.001	0.05	BOTH	0.171	true	INDOOR	explicit representative size
153	letter	letter	TEXT_REGION	0.21	0.297	0.001	0.05	BOTH	0.171	true	INDOOR	explicit representative size
154	mail	mail	TEXT_REGION	0.21	0.297	0.001	0.2	NONE	0.0	true	INDOOR	family default for document_text
155	envelope	envelope	TEXT_REGION	0.21	0.297	0.001	0.2	NONE	0.0	true	INDOOR	family default for document_text
156	brochure	brochure	TEXT_REGION	0.21	0.297	0.002	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
157	menu	menu	TEXT_REGION	0.21	0.297	0.002	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
158	flyer	flyer	TEXT_REGION	0.21	0.297	0.001	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
159	pamphlet	pamphlet	TEXT_REGION	0.15	0.21	0.002	0.08	BOTH	0.1656	true	INDOOR	explicit representative size
160	receipt	receipt	TEXT_REGION	0.08	0.2	0.0005	0.1	BOTH	0.162	true	INDOOR	explicit representative size
161	invoice	invoice	TEXT_REGION	0.08	0.2	0.0005	0.1	BOTH	0.162	true	INDOOR	explicit representative size
162	bill	bill	TEXT_REGION	0.08	0.2	0.0005	0.1	BOTH	0.162	true	INDOOR	explicit representative size
163	order_slip	order slip	TEXT_REGION	0.1	0.15	0.0005	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
164	ticket	ticket	TEXT_REGION	0.05	0.15	0.0002	0.1	BOTH	0.162	true	INDOOR	explicit representative size
165	prescription	prescription	TEXT_REGION	0.08	0.2	0.0005	0.1	BOTH	0.162	true	INDOOR	explicit representative size
166	note	note	TEXT_REGION	0.1	0.15	0.0005	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
167	notebook	notebook	TEXT_REGION	0.15	0.21	0.01	0.1	BOTH	0.162	true	INDOOR	explicit representative size
168	book	book	TEXT_REGION	0.15	0.23	0.03	0.1	BOTH	0.162	true	INDOOR	explicit representative size
169	magazine	magazine	TEXT_REGION	0.21	0.28	0.005	0.1	BOTH	0.162	true	INDOOR	explicit representative size
170	newspaper	newspaper	TEXT_REGION	0.4	0.6	0.005	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
171	calendar	calendar	TEXT_REGION	0.21	0.3	0.005	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
172	checklist	checklist	TEXT_REGION	0.21	0.29	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
173	report	report	TEXT_REGION	0.21	0.29	0.005	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
174	manual	manual	TEXT_REGION	0.16	0.24	0.02	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
175	chart	chart	TEXT_REGION	0.21	0.29	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
176	spreadsheet	spreadsheet	TEXT_REGION	0.21	0.29	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
177	certificate	certificate	TEXT_REGION	0.21	0.29	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
178	id_card	id card	TEXT_REGION	0.09	0.06	0.001	0.1	BOTH	0.162	true	INDOOR	explicit representative size
179	badge	badge	TEXT_REGION	0.09	0.06	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
180	package_label	package label	TEXT_REGION	0.1	0.15	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
181	shipping_label	shipping label	TEXT_REGION	0.1	0.15	0.001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
182	barcode	barcode	TEXT_REGION	0.04	0.04	0.0001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
183	qr_code	qr code	TEXT_REGION	0.04	0.04	0.0001	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
184	whiteboard	whiteboard	TEXT_REGION	1.5	0.05	1.0	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
185	blackboard	blackboard	TEXT_REGION	1.5	0.05	1.0	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
186	chalkboard	chalkboard	TEXT_REGION	1.5	0.05	1.0	0.12	BOTH	0.1584	true	INDOOR	explicit representative size
187	text_area	text area	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
188	scene_text_area	scene text area	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
189	document_text_area	document text area	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
190	handwritten_text_area	handwritten text area	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
191	printed_text_area	printed text area	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
192	ocr_region	ocr region	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
193	text_block	text block	TEXT_REGION	0.4	0.2	0.01	0.15	NONE	0.0	true	INDOOR	explicit representative size
194	paragraph	paragraph	TEXT_REGION	0.4	0.2	0.01	0.16	NONE	0.0	true	INDOOR	explicit representative size
195	table_cell	table cell	TEXT_REGION	0.12	0.05	0.01	0.16	NONE	0.0	true	INDOOR	explicit representative size
196	header_text	header text	TEXT_REGION	0.2	0.05	0.01	0.16	NONE	0.0	true	INDOOR	explicit representative size
197	footer_text	footer text	TEXT_REGION	0.2	0.05	0.01	0.16	NONE	0.0	true	INDOOR	explicit representative size
198	multi_column_text	multi-column text	PEDESTRIAN_INFRASTRUCTURE	0.6	0.4	0.001	0.14	NONE	0.0	false	BOTH	explicit representative size
199	layout_text_region	layout text region	TEXT_REGION	0.4	0.2	0.01	0.16	NONE	0.0	true	INDOOR	explicit representative size
200	cashier	cashier	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
201	clerk	clerk	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
202	receptionist	receptionist	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
203	waiter	waiter	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
204	server	server	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
205	nurse	nurse	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
206	doctor	doctor	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
207	security_guard	security guard	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
208	attendant	attendant	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
209	delivery_worker	delivery worker	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
210	shopkeeper	shopkeeper	PERSON_OR_MOBILITY_AID	1.75	0.5	0.3	0.16	NONE	0.0	false	BOTH	family default for person_role
211	customer_service_desk	customer service desk	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
212	checkout_counter	checkout counter	STREET_OBJECT	0.5	0.5	0.5	0.5	NONE	0.0	false	BOTH	family default for general_object
213	room	room	STREET_OBJECT	5.0	4.0	2.5	0.14	NONE	0.0	false	INDOOR	explicit representative size
214	office	office	STREET_OBJECT	5.0	4.0	2.5	0.14	NONE	0.0	false	INDOOR	explicit representative size
215	kitchen	kitchen	STREET_OBJECT	5.0	4.0	2.5	0.14	NONE	0.0	false	INDOOR	explicit representative size
216	bathroom	bathroom	STREET_OBJECT	2.5	2.0	2.5	0.14	NONE	0.0	false	INDOOR	explicit representative size
217	bedroom	bedroom	STREET_OBJECT	5.0	4.0	2.5	0.14	NONE	0.0	false	INDOOR	explicit representative size
